character	grade	frequency_rank	stroke_count	meaning	onyomi	kunyomi	radical
漬	8	1818	14	pickling, soak, moisten, steep	シ	つ.ける,つ.かる,-づ.け,-づけ	汁
赤	1	584	7	red	セキ,シャク	あか,あか-,あか.い,あか.らむ,あか.らめる	赤
聖	6	1165	13	holy, saint, sage, master, priest	セイ,ショウ	ひじり	耳
紳	8	1790	11	sire, good belt, gentleman	シン		糸
仁	6	1332	4	humanity, virtue, benevolence, charity, man, kernel	ジン,ニ,ニン		化
睦	8	1993	13	intimate, friendly, harmonious	ボク,モク	むつ.まじい,むつ.む,むつ.ぶ	目
抱	8	871	8	embrace, hug, hold in arms	ホウ	だ.く,いだ.く,かか.える	扎
呈	8	1571	7	display, offer, present, send, exhibit	テイ		口
尋	8	1398	12	inquire, fathom, look for	ジン	たず.ねる,ひろ	寸
甚	8	1961	9	tremendously, very, great, exceedingly	ジン	はなは.だ,はなは.だしい	甘
腎	8	1755	13	kidney	ジン		肉
迅	8	1888	6	swift, fast	ジン		込
吹	8	1133	7	blow, breathe, puff, emit, smoke	スイ	ふ.く	口
推	6	507	11	conjecture, infer, guess, suppose, support, push (for)	スイ	お.す	扎
槽	8	1809	15	vat, tub, tank	ソウ	ふね	木
溶	8	1364	13	melt, dissolve, thaw	ヨウ	と.ける,と.かす,と.く	汁
衰	8	1432	10	decline, wane, weaken	スイ	おとろ.える	衣
崇	8	1970	11	adore, respect, revere, worship	スウ	あが.める	山
枢	8	1791	8	hinge, pivot, door, center of things	スウ,シュ	とぼそ,からくり	木
据	8	1468	11	set, lay a foundation, install, equip, squat down, sit down	キョ	す.える,す.わる	扎
杉	8	1095	7	cedar, cryptomeria	サン	すぎ	木
澄	8	1722	15	lucidity, be clear, clear, clarify, settle, strain, look grave	チョウ	す.む,す.ます,-す.ます	汁
瀬	8	1152	19	rapids, current, torrent, shallows, shoal	ライ	せ	汁
覇	8	1173	19	hegemony, supremacy, leadership, champion	ハ,ハク	はたがしら	西
貧	5	1211	11	poverty, poor	ヒン,ビン	まず.しい	貝
涼	8	1783	11	refreshing, nice and cool	リョウ	すず.しい,すず.む,すず.やか,うす.い,ひや.す,まことに	汁
姜		1915	9	Chinese surname, ginger	キョウ,ガ	こう	女
誠	6	1128	13	sincerity, admonish, warn, prohibit, truth, fidelity	セイ	まこと	言
誓	8	1567	14	vow, swear, pledge	セイ	ちか.う	言
銅	5	1505	14	copper	ドウ	あかがね	金
惜	8	1641	11	pity, be sparing of, frugal, stingy, regret	セキ	お.しい,お.しむ	心
仏	5	819	4	Buddha, the dead, France	ブツ,フツ	ほとけ	化
劣	8	1620	6	inferiority, be inferior to, be worse	レツ	おと.る	力
窃	8	1871	9	stealth, steal, secret, private, hushed	セツ	ぬす.む,ひそ.か	穴
操	6	1016	16	maneuver, manipulate, operate, steer, chastity, virginity, fidelity	ソウ,サン	みさお,あやつ.る	扎
濯	8	1698	17	laundry, wash, pour on, rinse	タク	すす.ぐ,ゆす.ぐ	汁
辻	9	1614	5	crossing, crossroad, street corners, (kokuji)		つじ	込
舶	8	1753	11	liner, ship	ハク		舟
湯	3	1356	12	hot water, bath, hot spring	トウ	ゆ	汁
哨	9	1999	10	scout, sentinel	ショウ	みはり	口
未	4	650	5	un-, not yet, hitherto, still, even now, sign of the ram, 1-3PM, eighth sign of Chinese zodiac	ミ,ビ	いま.だ,ま.だ,ひつじ	木
措	8	818	11	set aside, give up, suspend, discontinue, lay aside, except	ソ	お.く	扎
狙	8	745	8	aim at, sight, shadow, stalk	ソ,ショ	ねら.う,ねら.い	犯
描	8	876	11	sketch, compose, write, draw, paint	ビョウ	えが.く,か.く	扎
朴	8	1626	6	crude, simple, plain, docile	ボク	ほう,ほお,えのき	木
粒	8	1635	11	grains, drop, counter for tiny particles	リュウ	つぶ	米
訟	8	1061	11	sue, accuse	ショウ		言
阻	8	1280	8	thwart, separate from, prevent, obstruct, deter, impede	ソ	はば.む	阡
双	8	1029	4	pair, set, comparison, counter for pairs	ソウ	ふた,たぐい,ならぶ,ふたつ	又
捜	8	592	10	search, look for, locate	ソウ,シュ,シュウ	さが.す	扎
挿	8	1908	10	insert, put in, graft, wear (sword)	ソウ	さ.す,はさ.む	扎
氷	3	1450	5	icicle, ice, hail, freeze, congeal	ヒョウ	こおり,ひ,こお.る	汁
粧	8	1545	12	cosmetics, adorn (one's person)	ショウ		米
跳	8	1716	13	hop, leap up, spring, jerk, prance, buck, splash, sputter, snap	チョウ	は.ねる,と.ぶ,-と.び	足
騒	8	1069	18	boisterous, make noise, clamor, disturb, excite	ソウ	さわ.ぐ,うれい,さわ.がしい	馬
贈	8	1001	18	presents, send, give to, award to, confer on, presenting something	ゾウ,ソウ	おく.る	貝
傍	8	1660	12	bystander, side, besides, while, nearby, third person	ボウ	かたわ.ら,わき,おか-,はた,そば	化
把	8	1569	7	grasp, faggot, bunch, counter for bundles	ハ,ワ		扎
踏	8	723	15	step, trample, carry through, appraise, evade payment	トウ	ふ.む,ふ.まえる	足
俗	8	1610	9	vulgar, customs, manners, worldliness, mundane things	ゾク		化
袖	8	1960	10	sleeve, wing (building), extension, give cold shoulder	シュウ	そで	衣
賠	8	1243	15	compensation, indemnify	バイ		貝
忙	8	1475	6	busy, occupied, restless	ボウ,モウ	いそが.しい,せわ.しい,おそ.れる,うれえるさま	心
妥	8	1102	7	gentle, peace, satisfactory, appropriate	ダ		女
拍	8	1373	8	clap, beat (music)	ハク,ヒョウ		扎
梶	9	1355	11	sculling oar	ビ	かじ,こずえ	木
逮	8	766	11	apprehend, chase	タイ		込
捕	8	604	10	catch, capture	ホ	と.らえる,と.らわれる,と.る,とら.える,とら.われる,つか.まえる,つか.まる	扎
抵	8	1182	8	resist, reach, touch	テイ		扎
鷹	9	1676	24	hawk	ヨウ,オウ	たか	鳥
滝	8	1478	13	waterfall, rapids, cascade	ロウ,ソウ	たき	汁
磨	8	1608	16	grind, polish, scour, improve, brush (teeth)	マ	みが.く,す.る	石
辰	9	1600	7	sign of the dragon, 7-9AM, fifth sign of Chinese zodiac, shin dragon radical (no. 161)	シン,ジン	たつ	辰
誰	8	1933	15	who, someone, somebody	スイ	だれ,たれ,た	言
赴	8	1649	9	proceed, get, become, tend	フ	おもむ.く	走
偵	8	1857	11	spy	テイ		化
淡	8	1436	11	thin, faint, pale, fleeting	タン	あわ.い	汁
鍛	8	1793	17	forge, discipline, train	タン	きた.える	金
肌	8	1559	6	texture, skin, body, grain	キ	はだ	肉
膚	8	1679	15	skin, body, grain, texture, disposition	フ	はだ	肉
恥	8	1575	10	shame, dishonor	チ	は.じる,はじ,は.じらう,は.ずかしい	心
鈍	8	1574	12	dull, slow, foolish, blunt	ドン	にぶ.い,にぶ.る,にぶ-,なま.る,なまく.ら	金
竹	1	593	6	bamboo	チク	たけ	竹
秩	8	1275	10	regularity, salary, order	チツ		禾
央	3	582	5	center, middle	オウ		大
抽	8	1437	8	pluck, pull, extract, excel	チュウ	ひき-	扎
昼	2	1115	9	daytime, noon	チュウ	ひる	日
屯	8	1980	4	barracks, police station, camp, ton	トン	たむろ	屮
猪	9	1684	11	boar	チョ	い,いのしし	犯
貯	5	1100	12	savings, store, lay in, keep, wear mustache	チョ	た.める,たくわ.える	貝
鄭	9	1732	15	an ancient Chinese province	テイ,ジョウ		邦
寧	8	1697	14	rather, preferably, peaceful, quiet, tranquility	ネイ	むし.ろ	宀
彫	8	1533	11	carve, engrave, chisel	チョウ	ほ.る,-ぼ.り	彡
挑	8	989	9	challenge, contend for, make love to	チョウ	いど.む	扎
旭	9	1417	6	rising sun, morning sun	キョク	あさひ	日
夕	1	924	3	evening	セキ	ゆう	夕
眺	8	1726	11	stare, watch, look at, see, scrutinize	チョウ	なが.める	目
翔	9	1936	12	soar, fly	ショウ	かけ.る,と.ぶ	羽
珍	8	1330	9	rare, curious, strange	チン	めずら.しい,たから	王
腐	8	1225	14	rot, decay, sour	フ	くさ.る,-くさ.る,くさ.れる,くさ.れ,くさ.らす,くさ.す	肉
椎	8	1911	12	chinquapin, mallet, spine	ツイ,スイ	つち,う.つ	木
捉	8	1976	10	catch, capture	ソク,サク	とら.える	扎
椿	9	1829	13	camellia	チン,チュン	つばき	木
坪	8	1823	8	two-mat area, approx. thirty-six sq ft	ヘイ	つぼ	土
楊	9	1815	13	willow	ヨウ	やなぎ	木
鶴	8	1369	21	crane, stork	カク	つる	鳥
亭	8	1627	9	pavilion, restaurant, mansion, arbor, cottage, vaudeville, music hall, stage name	テイ,チン		亠
哲	8	1093	10	philosophy, clear	テツ	さとい,あきらか	口
撤	8	811	15	remove, withdraw, disarm, dismantle, reject, exclude	テツ		扎
陛	6	1429	10	highness, steps (of throne)	ヘイ		阡
舗	8	1412	15	shop, store, pave	ホ		化
亘	9	1728	6	span, range, extend over	コウ,カン,セン	わた.る,もと.める	二
賭	8	1989	15	gamble, wager, bet	ト	か.ける,かけ	貝
壌	8	1407	16	lot, earth, soil	ジョウ	つち	土
俵	6	1481	10	bag, bale, sack, counter for bags	ヒョウ	たわら	化
塀	8	1991	12	fence, wall, (kokuji)	ヘイ,ベイ		土
凍	8	1284	10	frozen, congeal, refrigerate	トウ	こお.る,こご.える,こご.る,い.てる,し.みる	冫
嶋	10	1633	14	island	トウ	しま	山
函	9	1781	8	box (archaic)	カン	はこ,い.れる	凵
搭	8	1472	12	board, load (a vehicle), ride	トウ		扎
邦	8	654	7	home country, country, Japan	ホウ	くに	邦
棟	8	1406	12	ridgepole, ridge	トウ	むね,むな-	木
沸	8	1709	8	seethe, boil, ferment, uproar, breed	フツ	わ.く,わ.かす	汁
尿	8	1672	7	urine	ニョウ	ゆばり,いばり,しと	尸
冨	10	1906	11	enrich, wealthy, abundant	フ,フウ	と.む,とみ	冖
逃	8	931	9	escape, flee, shirk, evade, set free	トウ	に.げる,に.がす,のが.す,のが.れる	込
陶	8	1680	11	pottery, porcelain	トウ	すえ	阡
峠	8	1941	9	mountain peak, mountain pass, climax, crest, (kokuji)		とうげ	山
寅	9	1975	11	sign of the tiger, 3-5AM, third sign of Chinese zodiac	イン	とら	宀
曇	8	1899	16	cloudy weather, cloud up	ドン	くも.る	日
裏	6	812	13	back, amidst, in, reverse, inside, palm, sole, rear, lining, wrong side	リ	うら	衣
鍋	8	1810	17	pot, pan, kettle	カ	なべ	金
幼	6	1227	5	infancy, childhood	ヨウ	おさな.い	幺
妊	8	1413	7	pregnancy	ニン,ジン	はら.む,みごも.る	女
娠	8	1623	10	with child, pregnancy	シン		女
背	6	696	9	stature, height, back, behind, disobey, defy, go back on, rebel	ハイ	せ,せい,そむ.く,そむ.ける	肉
粘	8	1410	11	sticky, glutinous, greasy, persevere	ネン	ねば.る	米
濃	8	1200	16	concentrated, thick, dark, undiluted	ノウ	こ.い	汁
俳	6	1137	10	haiku, actor	ハイ		化
排	8	1047	11	repudiate, exclude, expel, reject, line up, arrange	ハイ		扎
肺	6	1387	9	lungs	ハイ		肉
陪	8	1917	11	obeisance, follow, accompany, attend on	バイ		阡
萩	9	1544	12	bush clover	シュウ	はぎ	艾
博	4	794	12	Dr., command, esteem, win acclaim, Ph.D., exposition, fair	ハク,バク		十
柏	9	1606	9	oak, cypress	ハク,ヒャク,ビャク	かしわ	木
樺	9	1982	14	birch, dark red	カ	かば,かんば	木
桜	5	1237	10	cherry	オウ,ヨウ	さくら	木
祥	8	1273	10	auspicious, happiness, blessedness, good omen, good fortune	ショウ	さいわ.い,きざ.し,よ.い,つまび.らか	示
伐	8	1816	6	fell, strike, attack, punish	バツ,ハツ,カ,ボチ	き.る,そむ.く,う.つ	化
帆	8	1923	6	sail	ハン	ほ	巾
繁	8	1198	16	luxuriant, thick, overgrown, frequency, complexity, trouble	ハン	しげ.る,しげ.く	糸
昌	9	1372	8	prosperous, bright, clear	ショウ	さかん	日
茂	8	1188	8	overgrown, grow thick, be luxuriant	モ	しげ.る	艾
藩	8	1896	18	clan, enclosure	ハン		艾
勇	4	1319	9	courage, cheer up, be in high spirits, bravery, heroism	ユウ	いさ.む	力
扉	8	1866	12	front door, title page, front page	ヒ	とびら	戸
批	6	568	7	criticism, strike	ヒ		扎
披	8	1438	8	expose, open	ヒ		扎
琵	9	1965	12	glissando on strings, lute	ビ,ヒ		王
琶	9	1966	12	lute	ハ,ベ,ワ		王
漂	8	1492	14	drift, float (on liquid)	ヒョウ	ただよ.う	汁
秒	3	1015	9	second (1/60 minute)	ビョウ		禾
苗	8	1713	8	seedling, sapling, shoot	ビョウ,ミョウ	なえ,なわ-	艾
朽	8	1891	6	decay, rot, remain in seclusion	キュウ	く.ちる	木
偏	8	1340	11	partial, side, left-side radical, inclining, biased	ヘン	かたよ.る	化
裕	8	1048	12	abundant, rich, fertile	ユウ		衣
祐	9	1706	9	help	ユウ,ウ	たす.ける	示
普	8	757	12	universal, wide(ly), generally, Prussia	フ	あまね.く,あまねし	日
預	6	981	13	deposit, custody, leave with, entrust to	ヨ	あず.ける,あず.かる	頁
浮	8	776	10	floating, float, rise to surface	フ	う.く,う.かれる,う.かぶ,う.かべる	汁
踊	8	1308	14	jump, dance, leap, skip	ヨウ	おど.る	足
鈴	8	880	13	small bell, buzzer	レイ,リン	すず	金
複	5	915	14	duplicate, double, compound, multiple	フク		衣
淵	9	1593	12	abyss, edge, deep pool, the depths	エン,カク,コウ	ふち,かた.い,はなわ	汁
渕		1399	11	edge	エン,カク,コウ	ふち,かた.い,はなわ	汁
噴	8	1270	15	erupt, spout, emit, flush out	フン	ふ.く	口
墓	5	1337	13	grave, tomb	ボ	はか	土
憤	8	1863	15	aroused, resent, be indignant, anger	フン	いきどお.る	心
紛	8	994	10	distract, be mistaken for, go astray, divert	フン	まぎ.れる,-まぎ.れ,まぎ.らす,まぎ.らわす,まぎ.らわしい	糸
雰	8	1341	12	atmosphere, fog	フン		雨
凡	8	1730	3	commonplace, ordinary, mediocre	ボン,ハン	およ.そ,おうよ.そ,すべ.て	几
虜	8	1678	13	captive, barbarian, low epithet for the enemy	リョ,ロ	とりこ,とりく	虍
嶺	9	1959	17	peak, summit	レイ,リョウ	みね	山
牧	4	1360	8	breed, care for, shepherd, feed, pasture	ボク	まき	牛
曹	8	1998	11	office, official, comrade, fellow	ソウ,ゾウ		曰
芳	8	1302	7	perfume, balmy, favorable, fragrant	ホウ	かんば.しい	艾
豊	5	762	13	bountiful, excellent, rich	ホウ,ブ	ゆた.か,とよ	豆
飽	8	1780	13	sated, tired of, bored, satiate	ホウ	あ.きる,あ.かす,あ.く	食
妨	8	1482	7	disturb, prevent, hamper, obstruct	ボウ	さまた.げる	女
帽	8	1742	12	cap, headgear	ボウ,モウ	ずきん,おお.う	巾
忘	6	1129	7	forget	ボウ	わす.れる	心
冒	8	1317	9	risk, face, defy, dare, damage, assume (a name)	ボウ	おか.す	冂
膨	8	1293	16	swell, get fat, thick	ボウ	ふく.らむ,ふく.れる	肉
貿	5	652	12	trade, exchange	ボウ		貝
僕	8	1236	14	me, I (male), servant, manservant	ボク	しもべ	化
翻	8	1465	18	flip, turn over, wave, flutter, change (mind)	ホン,ハン	ひるがえ.る,ひるがえ.す	羽
盆	8	1654	9	basin, lantern festival, tray	ボン		皿
又	8	1874	2	or again, furthermore, on the other hand	ユウ	また,また-,また.の-	又
矛	8	1538	5	halberd, arms, festival float	ム,ボウ	ほこ	矛
翌	6	1070	11	the following, next	ヨク		羽
亮	9	1821	9	clear, help	リョウ	あきらか	亠
朗	6	1374	10	melodious, clear, bright, serene, cheerful	ロウ	ほが.らか,あき.らか	月
綿	5	1495	14	cotton	メン	わた	糸
猛	8	1301	11	fierce, rave, rush, become furious, wildness, strength	モウ		犯
盲	8	1767	8	blind, blind man, ignoramus	モウ	めくら	目
唯	8	1292	11	solely, only, merely, simply	ユイ,イ	ただ	口
幽	8	1996	9	seclude, confine to a room, deep, profound, secluded, faint, dark, tranquil, calm	ユウ	ふか.い,かす.か,くら.い,しろ.い	幺
悠	8	1921	11	permanence, distant, long time, leisure	ユウ		心
拐	8	1498	8	kidnap, falsify	カイ		扎
郵	6	917	11	mail, stagecoach stop	ユウ		邦
妖	8	1964	7	attractive, bewitching, calamity	ヨウ	あや.しい,なま.めく,わざわ.い	女
擁	8	1213	16	hug, embrace, possess, protect, lead	ヨウ		扎
羊	3	1852	6	sheep	ヨウ	ひつじ	羊
裸	8	1796	13	naked, nude, uncovered, partially clothed	ラ	はだか	衣
嵐	8	1910	12	storm, tempest	ラン	あらし	山
梨	4	1331	11	pear tree	リ	なし	木
硫	8	1867	12	sulphur	リュウ		石
寮	8	1705	15	dormitory, hostel, villa, tea pavillion	リョウ		宀
厘	8	1835	9	rin, 1/10 sen, 1/10 bu	リン		厂
累	8	1662	11	accumulate, involvement, trouble, tie up, continually	ルイ		糸
零	8	1217	13	zero, spill, overflow, nothing, cipher	レイ	ぜろ,こぼ.す,こぼ.れる	雨
蓮	9	1839	13	lotus	レン	はす,はちす	艾
枠	8	922	8	frame, framework, spindle, spool, bounding-box, (kokuji)		わく	木
鷲	9	1925	23	eagle	シュウ,ジュ	わし	鳥
曽	8	1320	11	formerly, once, before, ever, never, ex-	ソウ,ソ,ゾウ	かつ,かつて,すなわち	曰
薫	8	1849	16	send forth fragrance, fragrant, be scented, smoke (tobacco)	クン	かお.る	艾
也	9	1404	3	to be (classical)	ヤ,エ	なり,か,また	乞
竜	8	1195	10	dragon, imperial	リュウ,リョウ,ロウ	たつ,いせ	立
龍	10	1734	16	dragon, imperial	リュウ,リョウ,ロウ	たつ	竜
媛	4	1735	12	beautiful woman, princess	エン	ひめ	女
叔	8	1950	8	uncle, youth	シュク		又
淀	9	1987	11	pool, eddy	テン,デン	よど.む	汁
阜	4	1532	8	hill, mound, left village radical (no. 170)	フ,フウ		阡
鎌	8	1587	18	sickle, scythe, trick	レン,ケン	かま	金
樽	9	1981	16	barrel, cask, keg	ソン	たる	木
磯	9	1444	17	seashore, beach	キ	いそ	石
堰	9	1913	12	dam, prevent, stop up	エン	せき,せ.く	土
笹	9	1743	11	bamboo grass, (kokuji)		ささ	竹
篠	9	1556	17	bamboo grass	ゾウ,ショウ	しの,ささ,すず	竹
柴	9	1638	10	brush, firewood	サイ,シ	しば	木
灘	9	1912	21	open sea	タン,ダン	なだ,せ	汁
靖	9	1390	13	peaceful	セイ,ジョウ	やす.んじる	青
幌	9	1309	13	canopy, awning, hood, curtain	コウ	ほろ,とばり	巾
菅	9	1562	11	sedge	カン,ケン	すげ	艾
芦	9	1733	7	reed, bullrush	ロ	あし,よし	艾
晃	9	1666	10	clear	コウ	あきらか	日
